Timestamp,Actual Position,Target Position,IMU Data
1732127767.5622506,"[-1443, -1443]",[9000],0
1732127767.5622506,"[-1443, -1443]",[9000],0
1732127767.570262,"[-1443, -1443]",[9000],0
1732127767.570262,"[-1443, -1443]",[9000],0
1732127767.578257,"[-1443, -1443]",[9000],0
1732127767.578257,"[-1443, -1443]",[9000],0
1732127767.589503,"[-1443, -1443]",[9000],0
1732127767.589503,"[-1443, -1443]",[9000],0
1732127767.5945158,"[-1443, -1443]",[9000],0
1732127767.5945158,"[-1443, -1443]",[9000],0
1732127767.6051815,"[-1443, -1443]",[9000],0
1732127767.6051815,"[-1443, -1443]",[9000],0
1732127767.6110382,"[-1443, -1443]",[9000],0
1732127767.6110382,"[-1443, -1443]",[9000],0
1732127767.6215725,"[-1443, -1443]",[9000],0
1732127767.6256962,"[-1443, -1443]",[9000],0
1732127767.6275816,"[-1443, -1443]",[9000],0
1732127767.6275816,"[-1443, -1443]",[9000],0
1732127767.6359456,"[-1443, -1443]",[9000],0
1732127767.6359456,"[-1443, -1443]",[9000],0
1732127767.6442986,"[-1443, -1443]",[9000],0
1732127767.6442986,"[-1443, -1443]",[9000],0
1732127767.652819,"[-1443, -1443]",[9000],0
1732127767.6563342,"[-1443, -1443]",[9000],0
1732127767.6606603,"[-1443, -1443]",[9000],0
1732127767.6606603,"[-1443, -1443]",[9000],0
1732127767.668667,"[-1443, -1443]",[9000],0
1732127767.668667,"[-1443, -1443]",[9000],0
1732127767.6771228,"[-1443, -1443]",[9000],0
1732127767.6771228,"[-1443, -1443]",[9000],0
1732127767.685842,"[-1443, -1443]",[9000],0
1732127767.685842,"[-1443, -1443]",[9000],0
1732127767.69381,"[-1443, -1442]",[9000],0
1732127767.701763,"[-1443, -1443]",[9000],0
1732127767.7028215,"[-1443, -1443]",[9000],0
1732127767.7099879,"[-1443, -1443]",[9000],0
1732127767.7099879,"[-1443, -1443]",[9000],0
1732127767.7179918,"[-1443, -1443]",[9000],0
1732127767.7266335,"[-1443, -1443]",[9000],0
1732127767.7266335,"[-1443, -1443]",[9000],0
1732127767.7344205,"[-1443, -1443]",[9000],0
1732127767.7344205,"[-1443, -1443]",[9000],0
1732127767.7424908,"[-1443, -1443]",[9000],0
1732127767.7424908,"[-1443, -1443]",[9000],0
1732127767.7511134,"[-1443, -1443]",[9000],0
1732127767.756393,"[-1443, -1443]",[9000],0
1732127767.7589016,"[-1443, -1443]",[9000],0
1732127767.7589016,"[-1443, -1443]",[9000],0
1732127767.766909,"[-1443, -1443]",[9000],0
1732127767.766909,"[-1443, -1443]",[9000],0
1732127767.7757676,"[-1443, -1443]",[9000],0
1732127767.7757676,"[-1443, -1443]",[9000],0
1732127767.7832763,"[-1443, -1443]",[9000],0
1732127767.7832763,"[-1443, -1443]",[9000],0
1732127767.7915146,"[-1443, -1443]",[9000],0
1732127767.7915146,"[-1443, -1443]",[9000],0
1732127767.7995167,"[-1443, -1443]",[9000],0
1732127767.7995167,"[-1443, -1443]",[9000],0
1732127767.8075178,"[-1443, -1443]",[9000],0
1732127767.8075178,"[-1443, -1443]",[9000],0
1732127767.8158503,"[-1443, -1443]",[9000],0
1732127767.8158503,"[-1443, -1442]",[9000],0
1732127767.8257456,"[-1443, -1443]",[9000],0
1732127767.8639114,"[-1443, -1442]",[9000],0
1732127767.8639114,"[-1443, -1443]",[9000],0
1732127767.8713336,"[-1443, -1443]",[9000],0
1732127767.8713336,"[-1443, -1443]",[9000],0
1732127767.8800378,"[-1443, -1443]",[9000],0
1732127767.8800378,"[-1443, -1443]",[9000],0
1732127767.887559,"[-1443, -1443]",[9000],0
1732127767.887559,"[-1443, -1443]",[9000],0
1732127767.8963196,"[-1443, -1443]",[9000],0
1732127767.8963196,"[-1443, -1443]",[9000],0
1732127767.9042585,"[-1443, -1443]",[9000],0
1732127767.9042585,"[-1443, -1443]",[9000],0
1732127767.9132698,"[-1443, -1443]",[9000],0
1732127767.9132698,"[-1443, -1443]",[9000],0
1732127767.9202993,"[-1443, -1443]",[9000],0
1732127767.9202993,"[-1443, -1443]",[9000],0
1732127767.9299083,"[-1443, -1443]",[9000],0
1732127767.9364321,"[-1443, -1443]",[9000],0
1732127767.9364321,"[-1443, -1443]",[9000],0
1732127767.9444406,"[-1443, -1443]",[9000],0
1732127767.9465873,"[-1443, -1443]",[9000],0
1732127767.952731,"[-1443, -1443]",[9000],0
1732127767.952731,"[-1443, -1443]",[9000],0
1732127767.9607546,"[-1443, -1443]",[9000],0
1732127767.963715,"[-1443, -1443]",[9000],0
1732127767.9699018,"[-1443, -1442]",[9000],0
1732127767.9699018,"[-1443, -1443]",[9000],0
1732127767.9779131,"[-1443, -1443]",[9000],0
1732127767.9864137,"[-1443, -1443]",[9000],0
1732127768.5073118,"[-1443, -1443]",[9000],0
1732127769.0317254,"[-1443, -1443]",[9000],0
1732127769.0396137,"[-1443, -1443]",[-9000],0
1732127769.0483832,"[-1443, -1443]",[-9000],0
1732127769.0483832,"[-1443, -1443]",[-9000],0
1732127769.0559018,"[-1443, -1443]",[-9000],0
1732127769.0589206,"[-1443, -1443]",[-9000],0
1732127769.06393,"[-1443, -1443]",[-9000],0
1732127769.0719855,"[-1443, -1443]",[-9000],0
1732127769.0719855,"[-1443, -1443]",[-9000],0
1732127769.0806713,"[-1443, -1443]",[-9000],0
1732127769.0806713,"[-1443, -1443]",[-9000],0
1732127769.0881844,"[-1443, -1443]",[-9000],0
1732127769.0881844,"[-1443, -1443]",[-9000],0
1732127769.0962055,"[-1443, -1443]",[-9000],0
1732127769.0962055,"[-1443, -1443]",[-9000],0
1732127769.1043875,"[-1443, -1443]",[-9000],0
1732127769.1043875,"[-1443, -1443]",[-9000],0
1732127769.1043875,"[-1443, -1443]",[-9000],0
1732127769.1043875,"[-1443, -1443]",[-9000],0
1732127769.1200097,"[-1443, -1442]",[-9000],0
1732127769.1233292,"[-1443, -1443]",[-9000],0
1732127769.1283393,"[-1443, -1443]",[-9000],0
1732127769.1283393,"[-1443, -1443]",[-9000],0
1732127769.1370077,"[-1443, -1443]",[-9000],0
1732127769.1370077,"[-1443, -1443]",[-9000],0
1732127769.1445165,"[-1443, -1442]",[-9000],0
1732127769.1445165,"[-1443, -1443]",[-9000],0
1732127769.153279,"[-1443, -1443]",[-9000],0
1732127769.1593006,"[-1443, -1443]",[-9000],0
1732127769.1613898,"[-1443, -1443]",[-9000],0
1732127769.1613898,"[-1443, -1443]",[-9000],0
1732127769.1698284,"[-1443, -1443]",[-9000],0
1732127769.1698284,"[-1443, -1443]",[-9000],0
1732127769.1778307,"[-1443, -1443]",[-9000],0
1732127769.1778307,"[-1443, -1443]",[-9000],0
1732127769.1861422,"[-1443, -1442]",[-9000],0
1732127769.1861422,"[-1443, -1443]",[-9000],0
1732127769.1975389,"[-1443, -1443]",[-9000],0
1732127769.2302227,"[-1443, -1443]",[-9000],0
1732127769.235235,"[-1443, -1443]",[-9000],0
1732127769.2434676,"[-1443, -1443]",[-9000],0
1732127769.2448006,"[-1443, -1443]",[-9000],0
1732127769.2518547,"[-1443, -1443]",[-9000],0
1732127769.2594845,"[-1443, -1443]",[-9000],0
1732127769.2600176,"[-1443, -1443]",[-9000],0
1732127769.2675803,"[-1443, -1443]",[-9000],0
1732127769.2675803,"[-1443, -1443]",[-9000],0
1732127769.2792642,"[-1443, -1443]",[-9000],0
1732127769.2842731,"[-1443, -1442]",[-9000],0
1732127769.2849703,"[-1443, -1443]",[-9000],0
1732127769.2929783,"[-1443, -1443]",[-9000],0
1732127769.2929783,"[-1443, -1443]",[-9000],0
1732127769.300978,"[-1443, -1443]",[-9000],0
1732127769.300978,"[-1443, -1443]",[-9000],0
1732127769.3097851,"[-1443, -1443]",[-9000],0
1732127769.3173056,"[-1443, -1443]",[-9000],0
1732127769.3173056,"[-1443, -1443]",[-9000],0
1732127769.3257477,"[-1443, -1443]",[-9000],0
1732127769.3257477,"[-1443, -1443]",[-9000],0
1732127769.3337507,"[-1443, -1443]",[-9000],0
1732127769.3337507,"[-1443, -1443]",[-9000],0
1732127769.3423746,"[-1443, -1443]",[-9000],0
1732127769.3423746,"[-1443, -1443]",[-9000],0
1732127769.3516974,"[-1443, -1443]",[-9000],0
1732127769.3549614,"[-1443, -1443]",[-9000],0
1732127769.358232,"[-1443, -1443]",[-9000],0
1732127769.3629518,"[-1443, -1443]",[-9000],0
1732127769.3672934,"[-1443, -1443]",[-9000],0
1732127769.371665,"[-1443, -1443]",[-9000],0
1732127769.3753684,"[-1443, -1442]",[-9000],0
1732127769.3796427,"[-1443, -1442]",[-9000],0
1732127769.3829706,"[-1443, -1443]",[-9000],0
1732127769.3829706,"[-1443, -1443]",[-9000],0
1732127769.3915935,"[-1443, -1443]",[-9000],0
1732127769.3935118,"[-1443, -1443]",[-9000],0
1732127769.3970203,"[-1443, -1442]",[-9000],0
1732127769.3970203,"[-1443, -1443]",[-9000],0
1732127769.4057822,"[-1443, -1443]",[-9000],0
1732127769.4057822,"[-1443, -1443]",[-9000],0
1732127769.4132967,"[-1443, -1443]",[-9000],0
1732127769.4132967,"[-1443, -1443]",[-9000],0
1732127769.4217477,"[-1443, -1443]",[-9000],0
1732127769.429753,"[-1443, -1443]",[-9000],0
1732127769.429753,"[-1443, -1443]",[-9000],0
1732127769.437809,"[-1443, -1443]",[-9000],0
1732127769.437809,"[-1443, -1443]",[-9000],0
1732127769.4461143,"[-1443, -1443]",[-9000],0
1732127769.4461143,"[-1443, -1443]",[-9000],0
1732127769.454891,"[-1443, -1443]",[-9000],0
1732127769.454891,"[-1443, -1443]",[-9000],0
1732127769.4629207,"[-1443, -1443]",[-9000],0
1732127769.4629207,"[-1443, -1443]",[-9000],0
1732127769.4713132,"[-1443, -1443]",[-9000],0
1732127769.4713132,"[-1443, -1443]",[-9000],0
1732127769.479313,"[-1443, -1443]",[-9000],0
1732127769.4882584,"[-1443, -1443]",[-9000],0
1732127769.4882584,"[-1443, -1443]",[-9000],0
1732127769.4962611,"[-1443, -1442]",[-9000],0
1732127769.4962611,"[-1443, -1443]",[-9000],0
1732127769.5048769,"[-1443, -1443]",[-9000],0
1732127769.5048769,"[-1443, -1443]",[-9000],0
1732127769.5128796,"[-1443, -1443]",[-9000],0
1732127769.5128796,"[-1443, -1443]",[-9000],0
1732127769.5212786,"[-1443, -1443]",[-9000],0
1732127769.5212786,"[-1443, -1443]",[-9000],0
1732127769.5292807,"[-1443, -1443]",[-9000],0
1732127769.5292807,"[-1443, -1443]",[-9000],0
1732127769.5375104,"[-1443, -1443]",[-9000],0
1732127769.54102,"[-1443, -1443]",[-9000],0
1732127770.0609887,"[-1443, -1443]",[-9000],0
1732127770.5905826,"[-1443, -1443]",[-9000],0
1732127770.5940905,"[-1443, -1443]",[9000],0
1732127770.6031063,"[-1443, -1443]",[9000],0
1732127770.6031063,"[-1443, -1443]",[9000],0
1732127770.6101143,"[-1443, -1443]",[9000],0
1732127770.6101143,"[-1443, -1443]",[9000],0
1732127770.6181204,"[-1443, -1443]",[9000],0
1732127770.6181204,"[-1443, -1443]",[9000],0
1732127770.6264627,"[-1443, -1443]",[9000],0
1732127770.6264627,"[-1443, -1443]",[9000],0
1732127770.6350276,"[-1443, -1443]",[9000],0
1732127770.6350276,"[-1443, -1443]",[9000],0
1732127770.643032,"[-1443, -1443]",[9000],0
1732127770.643032,"[-1443, -1443]",[9000],0
1732127770.6514635,"[-1443, -1443]",[9000],0
