Timestamp,Actual Position,Target Position,IMU Data
1732127856.3857377,"[-1443, -1443]",[9000],0
1732127856.3950112,"[-1443, -1443]",[9000],0
1732127856.3996668,"[-1443, -1443]",[9000],0
1732127856.4071786,"[-1443, -1443]",[9000],0
1732127856.4071786,"[-1443, -1442]",[9000],0
1732127856.415488,"[-1443, -1443]",[9000],0
1732127856.4246094,"[-1443, -1443]",[9000],0
1732127856.4651096,"[-1443, -1443]",[9000],0
1732127856.4651096,"[-1443, -1442]",[9000],0
1732127856.4728065,"[-1443, -1443]",[9000],0
1732127856.4828608,"[-1443, -1443]",[9000],0
1732127856.4893563,"[-1443, -1443]",[9000],0
1732127856.4893563,"[-1443, -1443]",[9000],0
1732127856.4981906,"[-1443, -1443]",[9000],0
1732127856.5063245,"[-1443, -1443]",[9000],0
1732127856.5073438,"[-1443, -1443]",[9000],0
1732127856.5143769,"[-1443, -1443]",[9000],0
1732127856.522976,"[-1443, -1443]",[9000],0
1732127856.522976,"[-1443, -1443]",[9000],0
1732127856.5306659,"[-1443, -1443]",[9000],0
1732127856.5362577,"[-1443, -1443]",[9000],0
1732127857.0641255,"[-1443, -1443]",[9000],0
1732127857.5792546,"[-1443, -1443]",[9000],0
1732127857.5871031,"[-1443, -1442]",[-9000],0
1732127857.5972013,"[-1443, -1443]",[-9000],0
1732127857.603214,"[-1443, -1443]",[-9000],0
1732127857.6098125,"[-1443, -1443]",[-9000],0
1732127857.6130652,"[-1443, -1443]",[-9000],0
1732127857.6195772,"[-1443, -1443]",[-9000],0
1732127857.6282144,"[-1443, -1443]",[-9000],0
1732127857.6357274,"[-1443, -1443]",[-9000],0
1732127857.637422,"[-1443, -1443]",[-9000],0
1732127857.6443758,"[-1443, -1443]",[-9000],0
1732127857.6443758,"[-1443, -1443]",[-9000],0
1732127857.6523767,"[-1443, -1443]",[-9000],0
1732127857.6610882,"[-1443, -1443]",[-9000],0
1732127857.6686018,"[-1443, -1443]",[-9000],0
1732127857.6686018,"[-1443, -1443]",[-9000],0
1732127857.6776297,"[-1443, -1443]",[-9000],0
1732127857.6846414,"[-1443, -1443]",[-9000],0
1732127857.6846414,"[-1443, -1443]",[-9000],0
1732127857.6934533,"[-1443, -1443]",[-9000],0
1732127857.7010536,"[-1443, -1443]",[-9000],0
1732127857.7096455,"[-1443, -1443]",[-9000],0
1732127857.716004,"[-1443, -1443]",[-9000],0
1732127857.7168837,"[-1443, -1443]",[-9000],0
1732127857.7257192,"[-1443, -1443]",[-9000],0
1732127857.73331,"[-1443, -1443]",[-9000],0
1732127857.7334843,"[-1443, -1442]",[-9000],0
1732127857.7426412,"[-1443, -1443]",[-9000],0
1732127857.7501438,"[-1443, -1443]",[-9000],0
1732127857.7501438,"[-1443, -1443]",[-9000],0
1732127857.7582455,"[-1443, -1443]",[-9000],0
1732127857.7661455,"[-1443, -1443]",[-9000],0
1732127857.7664316,"[-1443, -1443]",[-9000],0
1732127857.7758746,"[-1443, -1443]",[-9000],0
1732127857.7833147,"[-1443, -1443]",[-9000],0
1732127857.7833147,"[-1443, -1443]",[-9000],0
1732127857.7937884,"[-1443, -1443]",[-9000],0
1732127857.8328922,"[-1443, -1443]",[-9000],0
1732127857.8402276,"[-1443, -1443]",[-9000],0
1732127857.8405695,"[-1443, -1443]",[-9000],0
1732127857.8501108,"[-1443, -1443]",[-9000],0
1732127857.8570938,"[-1443, -1443]",[-9000],0
1732127857.8570938,"[-1443, -1443]",[-9000],0
1732127857.8663476,"[-1443, -1443]",[-9000],0
1732127857.8741179,"[-1443, -1443]",[-9000],0
1732127857.8741179,"[-1443, -1443]",[-9000],0
1732127857.8827083,"[-1443, -1443]",[-9000],0
1732127857.8908005,"[-1443, -1443]",[-9000],0
1732127857.8908005,"[-1443, -1443]",[-9000],0
1732127857.8988693,"[-1443, -1443]",[-9000],0
1732127857.9103134,"[-1443, -1443]",[-9000],0
1732127857.9159865,"[-1443, -1443]",[-9000],0
1732127857.9159865,"[-1443, -1443]",[-9000],0
1732127857.924096,"[-1443, -1443]",[-9000],0
1732127857.9330773,"[-1443, -1442]",[-9000],0
1732127857.9330773,"[-1443, -1443]",[-9000],0
1732127857.943003,"[-1443, -1443]",[-9000],0
1732127857.94959,"[-1443, -1443]",[-9000],0
1732127857.9576926,"[-1443, -1443]",[-9000],0
1732127857.9590816,"[-1443, -1443]",[-9000],0
1732127857.9664237,"[-1443, -1443]",[-9000],0
1732127857.9664237,"[-1443, -1442]",[-9000],0
1732127857.97656,"[-1443, -1443]",[-9000],0
1732127857.9828768,"[-1443, -1443]",[-9000],0
1732127857.9909947,"[-1443, -1442]",[-9000],0
1732127857.9940245,"[-1443, -1443]",[-9000],0
1732127858.0010524,"[-1443, -1443]",[-9000],0
1732127858.0081558,"[-1443, -1442]",[-9000],0
1732127858.0150366,"[-1443, -1443]",[-9000],0
1732127858.0160823,"[-1443, -1443]",[-9000],0
1732127858.0251586,"[-1443, -1443]",[-9000],0
1732127858.0326388,"[-1443, -1443]",[-9000],0
1732127858.0326388,"[-1443, -1443]",[-9000],0
1732127858.0410185,"[-1443, -1443]",[-9000],0
1732127858.0490496,"[-1443, -1443]",[-9000],0
1732127858.053966,"[-1443, -1443]",[-9000],0
1732127858.0592432,"[-1443, -1443]",[-9000],0
1732127858.0650136,"[-1443, -1443]",[-9000],0
1732127858.067708,"[-1443, -1443]",[-9000],0
1732127858.0736995,"[-1443, -1443]",[-9000],0
1732127858.082226,"[-1443, -1443]",[-9000],0
1732127858.082226,"[-1443, -1443]",[-9000],0
1732127858.0923045,"[-1443, -1443]",[-9000],0
1732127858.61156,"[-1443, -1443]",[-9000],0
1732127859.1430218,"[-1443, -1443]",[-9000],0
1732127859.150105,"[-1443, -1443]",[9000],0
1732127859.1607478,"[-1443, -1443]",[9000],0
1732127859.1980083,"[-1443, -1443]",[9000],0
1732127859.2060206,"[-1443, -1443]",[9000],0
1732127859.206948,"[-1443, -1443]",[9000],0
1732127859.2151275,"[-1443, -1442]",[9000],0
1732127859.22273,"[-1443, -1443]",[9000],0
1732127859.22273,"[-1443, -1443]",[9000],0
1732127859.2310739,"[-1443, -1443]",[9000],0
1732127859.2310739,"[-1443, -1443]",[9000],0
1732127859.2392244,"[-1443, -1443]",[9000],0
1732127859.247836,"[-1443, -1443]",[9000],0
1732127859.247836,"[-1443, -1443]",[9000],0
1732127859.2565172,"[-1443, -1443]",[9000],0
1732127859.2565172,"[-1443, -1443]",[9000],0
1732127859.2645543,"[-1443, -1443]",[9000],0
1732127859.2645543,"[-1443, -1443]",[9000],0
1732127859.273268,"[-1443, -1443]",[9000],0
1732127859.2813618,"[-1443, -1443]",[9000],0
1732127859.2813618,"[-1443, -1443]",[9000],0
1732127859.2888806,"[-1443, -1443]",[9000],0
1732127859.2993815,"[-1443, -1443]",[9000],0
1732127859.3054907,"[-1443, -1443]",[9000],0
1732127859.3054907,"[-1443, -1443]",[9000],0
1732127859.3136637,"[-1443, -1443]",[9000],0
1732127859.3214731,"[-1443, -1443]",[9000],0
1732127859.329593,"[-1443, -1443]",[9000],0
1732127859.3326712,"[-1443, -1443]",[9000],0
1732127859.3377917,"[-1443, -1443]",[9000],0
1732127859.34698,"[-1443, -1443]",[9000],0
1732127859.34698,"[-1443, -1443]",[9000],0
1732127859.354355,"[-1443, -1443]",[9000],0
1732127859.3633459,"[-1443, -1443]",[9000],0
1732127859.3633459,"[-1443, -1443]",[9000],0
1732127859.3712354,"[-1443, -1443]",[9000],0
1732127859.379372,"[-1443, -1443]",[9000],0
1732127859.3830218,"[-1443, -1443]",[9000],0
1732127859.3902233,"[-1443, -1443]",[9000],0
1732127859.397967,"[-1443, -1442]",[9000],0
1732127859.3987703,"[-1443, -1443]",[9000],0
1732127859.406821,"[-1443, -1443]",[9000],0
1732127859.4136565,"[-1443, -1443]",[9000],0
1732127859.4136565,"[-1443, -1443]",[9000],0
1732127859.4224613,"[-1443, -1443]",[9000],0
1732127859.430429,"[-1443, -1443]",[9000],0
1732127859.438566,"[-1443, -1442]",[9000],0
1732127859.438566,"[-1443, -1443]",[9000],0
1732127859.4467793,"[-1443, -1443]",[9000],0
1732127859.4562094,"[-1443, -1442]",[9000],0
1732127859.4562094,"[-1443, -1443]",[9000],0
1732127859.4636319,"[-1443, -1443]",[9000],0
1732127859.4636319,"[-1443, -1443]",[9000],0
1732127859.4727175,"[-1443, -1443]",[9000],0
1732127859.4727175,"[-1443, -1443]",[9000],0
1732127859.4799342,"[-1443, -1443]",[9000],0
1732127859.4880645,"[-1443, -1443]",[9000],0
1732127859.4880645,"[-1443, -1443]",[9000],0
1732127859.496638,"[-1443, -1443]",[9000],0
1732127859.5049357,"[-1443, -1443]",[9000],0
1732127859.5131147,"[-1443, -1443]",[9000],0
1732127859.5136743,"[-1443, -1442]",[9000],0
1732127859.521998,"[-1443, -1443]",[9000],0
1732127859.5299923,"[-1443, -1443]",[9000],0
1732127859.5299923,"[-1443, -1443]",[9000],0
1732127859.5375977,"[-1443, -1443]",[9000],0
1732127859.546074,"[-1443, -1443]",[9000],0
1732127859.546074,"[-1443, -1443]",[9000],0
1732127859.5575101,"[-1443, -1443]",[9000],0
1732127859.5631976,"[-1443, -1443]",[9000],0
1732127859.5675702,"[-1443, -1443]",[9000],0
1732127859.5724506,"[-1443, -1443]",[9000],0
1732127859.5767753,"[-1443, -1443]",[9000],0
1732127859.5801795,"[-1443, -1443]",[9000],0
1732127859.585827,"[-1443, -1443]",[9000],0
1732127859.5890157,"[-1443, -1443]",[9000],0
1732127859.5958889,"[-1443, -1443]",[9000],0
1732127859.602705,"[-1443, -1443]",[9000],0
1732127859.602705,"[-1443, -1442]",[9000],0
1732127859.610813,"[-1443, -1443]",[9000],0
1732127859.6149096,"[-1443, -1443]",[9000],0
1732127859.6203096,"[-1443, -1443]",[9000],0
1732127859.629157,"[-1443, -1443]",[9000],0
1732127859.6301765,"[-1443, -1443]",[9000],0
1732127859.6371763,"[-1443, -1443]",[9000],0
1732127859.6451786,"[-1443, -1443]",[9000],0
1732127859.6461298,"[-1443, -1443]",[9000],0
1732127859.6550894,"[-1443, -1443]",[9000],0
1732127860.1875126,"[-1443, -1443]",[9000],0
1732127860.7122507,"[-1443, -1443]",[9000],0
1732127860.7163427,"[-1443, -1443]",[-9000],0
1732127860.7215838,"[-1443, -1443]",[-9000],0
1732127860.72998,"[-1443, -1443]",[-9000],0
1732127860.72998,"[-1443, -1443]",[-9000],0
1732127860.7381496,"[-1443, -1443]",[-9000],0
1732127860.745725,"[-1443, -1443]",[-9000],0
1732127860.745725,"[-1443, -1443]",[-9000],0
1732127860.7532382,"[-1443, -1443]",[-9000],0
1732127860.7619243,"[-1443, -1443]",[-9000],0
1732127860.7619243,"[-1443, -1443]",[-9000],0
1732127860.7696726,"[-1443, -1443]",[-9000],0
1732127860.7696726,"[-1443, -1443]",[-9000],0
1732127860.7777703,"[-1443, -1443]",[-9000],0
1732127860.7858458,"[-1443, -1443]",[-9000],0
1732127860.7858458,"[-1443, -1443]",[-9000],0
1732127860.7974157,"[-1443, -1443]",[-9000],0
1732127860.8030138,"[-1443, -1443]",[-9000],0
1732127860.8075533,"[-1443, -1443]",[-9000],0
1732127860.8130465,"[-1443, -1443]",[-9000],0
1732127860.8190224,"[-1443, -1443]",[-9000],0
1732127860.8235066,"[-1443, -1443]",[-9000],0
1732127860.8293118,"[-1443, -1443]",[-9000],0
1732127860.8345044,"[-1443, -1443]",[-9000],0
1732127860.8345044,"[-1443, -1442]",[-9000],0
1732127860.842648,"[-1443, -1443]",[-9000],0
1732127860.850752,"[-1443, -1443]",[-9000],0
1732127860.850752,"[-1443, -1443]",[-9000],0
1732127860.858883,"[-1443, -1443]",[-9000],0
1732127860.8670206,"[-1443, -1443]",[-9000],0
1732127860.8670206,"[-1443, -1443]",[-9000],0
1732127860.8750198,"[-1443, -1443]",[-9000],0
1732127860.8830261,"[-1443, -1443]",[-9000],0
1732127860.8830261,"[-1443, -1443]",[-9000],0
1732127860.8910263,"[-1443, -1442]",[-9000],0
1732127860.8916364,"[-1443, -1443]",[-9000],0
1732127860.8916364,"[-1443, -1443]",[-9000],0
1732127860.8992684,"[-1443, -1443]",[-9000],0
1732127860.8992684,"[-1443, -1443]",[-9000],0
1732127860.9072702,"[-1443, -1443]",[-9000],0
1732127860.9166346,"[-1443, -1443]",[-9000],0
1732127860.9236453,"[-1443, -1442]",[-9000],0
1732127860.9243135,"[-1443, -1443]",[-9000],0
1732127860.9324126,"[-1443, -1442]",[-9000],0
1732127860.9400058,"[-1443, -1443]",[-9000],0
1732127860.9410617,"[-1443, -1443]",[-9000],0
1732127860.9481845,"[-1443, -1443]",[-9000],0
1732127860.9561987,"[-1443, -1443]",[-9000],0
1732127860.9561987,"[-1443, -1442]",[-9000],0
1732127860.9641976,"[-1443, -1443]",[-9000],0
1732127860.9738214,"[-1443, -1443]",[-9000],0
1732127860.9803393,"[-1443, -1443]",[-9000],0
1732127860.9803393,"[-1443, -1443]",[-9000],0
1732127860.9891794,"[-1443, -1443]",[-9000],0
1732127860.9968073,"[-1443, -1443]",[-9000],0
1732127861.005633,"[-1443, -1443]",[-9000],0
1732127861.005633,"[-1443, -1443]",[-9000],0
1732127861.0168056,"[-1443, -1443]",[-9000],0
1732127861.0221515,"[-1443, -1443]",[-9000],0
1732127861.030044,"[-1443, -1443]",[-9000],0
1732127861.030044,"[-1443, -1443]",[-9000],0
1732127861.0388029,"[-1443, -1443]",[-9000],0
1732127861.0464275,"[-1443, -1443]",[-9000],0
1732127861.0513415,"[-1443, -1443]",[-9000],0
1732127861.0554547,"[-1443, -1443]",[-9000],0
1732127861.0629814,"[-1443, -1443]",[-9000],0
1732127861.0629814,"[-1443, -1443]",[-9000],0
1732127861.0709882,"[-1443, -1443]",[-9000],0
1732127861.07979,"[-1443, -1443]",[-9000],0
1732127861.07979,"[-1443, -1443]",[-9000],0
1732127861.0873625,"[-1443, -1442]",[-9000],0
1732127861.0954776,"[-1443, -1443]",[-9000],0
1732127861.0954776,"[-1443, -1443]",[-9000],0
1732127861.1035151,"[-1443, -1443]",[-9000],0
1732127861.11153,"[-1443, -1443]",[-9000],0
1732127861.1170413,"[-1443, -1443]",[-9000],0
1732127861.1195517,"[-1443, -1443]",[-9000],0
1732127861.1275668,"[-1443, -1443]",[-9000],0
1732127861.1361592,"[-1443, -1443]",[-9000],0
1732127861.1361592,"[-1443, -1443]",[-9000],0
1732127861.1441903,"[-1443, -1443]",[-9000],0
1732127861.1517367,"[-1443, -1443]",[-9000],0
1732127861.1598592,"[-1443, -1443]",[-9000],0
1732127861.1606507,"[-1443, -1443]",[-9000],0
1732127861.168303,"[-1443, -1443]",[-9000],0
1732127861.1763103,"[-1443, -1443]",[-9000],0
1732127861.1763103,"[-1443, -1442]",[-9000],0
1732127861.1891742,"[-1443, -1443]",[-9000],0
1732127861.1946568,"[-1443, -1443]",[-9000],0
1732127861.2001693,"[-1443, -1443]",[-9000],0
1732127861.2058053,"[-1443, -1443]",[-9000],0
1732127861.2103643,"[-1443, -1443]",[-9000],0
1732127861.2156858,"[-1443, -1443]",[-9000],0
1732127861.746706,"[-1443, -1443]",[-9000],0
1732127862.2838988,"[-1443, -1443]",[-9000],0
1732127862.2921042,"[-1443, -1443]",[9000],0
1732127862.2923603,"[-1443, -1443]",[9000],0
1732127862.3018117,"[-1443, -1443]",[9000],0
1732127862.3025339,"[-1443, -1443]",[9000],0
1732127862.3086987,"[-1443, -1443]",[9000],0
1732127862.3175435,"[-1443, -1443]",[9000],0
1732127862.320096,"[-1443, -1443]",[9000],0
1732127862.325754,"[-1443, -1443]",[9000],0
1732127862.3332665,"[-1443, -1443]",[9000],0
1732127862.3332665,"[-1443, -1443]",[9000],0
1732127862.3419588,"[-1443, -1443]",[9000],0
1732127862.3495414,"[-1443, -1443]",[9000],0
1732127862.3495414,"[-1443, -1443]",[9000],0
1732127862.3576434,"[-1443, -1443]",[9000],0
1732127862.3655796,"[-1443, -1443]",[9000],0
1732127862.3672996,"[-1443, -1443]",[9000],0
1732127862.3738484,"[-1443, -1443]",[9000],0
1732127862.3738484,"[-1443, -1443]",[9000],0
1732127862.3818617,"[-1443, -1443]",[9000],0
1732127862.3818617,"[-1443, -1443]",[9000],0
1732127862.3898609,"[-1443, -1443]",[9000],0
1732127862.3898609,"[-1443, -1443]",[9000],0
1732127862.3990092,"[-1443, -1443]",[9000],0
1732127862.4064739,"[-1443, -1442]",[9000],0
1732127862.4064739,"[-1443, -1443]",[9000],0
1732127862.4154108,"[-1443, -1443]",[9000],0
1732127862.4226854,"[-1443, -1443]",[9000],0
1732127862.4226854,"[-1443, -1443]",[9000],0
1732127862.431471,"[-1443, -1443]",[9000],0
1732127862.431471,"[-1443, -1443]",[9000],0
1732127862.4389884,"[-1443, -1443]",[9000],0
1732127862.4389884,"[-1443, -1443]",[9000],0
1732127862.4476979,"[-1443, -1443]",[9000],0
1732127862.4476979,"[-1443, -1442]",[9000],0
1732127862.4553032,"[-1443, -1443]",[9000],0
1732127862.4553032,"[-1443, -1443]",[9000],0
1732127862.4645436,"[-1443, -1443]",[9000],0
1732127862.4722733,"[-1443, -1443]",[9000],0
1732127862.4722733,"[-1443, -1443]",[9000],0
1732127862.480549,"[-1443, -1443]",[9000],0
1732127862.4880652,"[-1443, -1443]",[9000],0
1732127862.4894047,"[-1443, -1443]",[9000],0
1732127862.49665,"[-1443, -1443]",[9000],0
1732127862.49665,"[-1443, -1442]",[9000],0
1732127862.505751,"[-1443, -1443]",[9000],0
1732127862.5129712,"[-1443, -1443]",[9000],0
1732127862.5204868,"[-1443, -1443]",[9000],0
1732127862.524006,"[-1443, -1443]",[9000],0
1732127862.5295777,"[-1443, -1443]",[9000],0
1732127862.5383723,"[-1443, -1442]",[9000],0
1732127862.5383723,"[-1443, -1443]",[9000],0
1732127862.54641,"[-1443, -1443]",[9000],0
1732127862.5542982,"[-1443, -1443]",[9000],0
1732127862.5542982,"[-1443, -1443]",[9000],0
1732127862.5647712,"[-1443, -1443]",[9000],0
1732127862.5710855,"[-1443, -1443]",[9000],0
1732127862.5710855,"[-1443, -1443]",[9000],0
1732127862.5810175,"[-1443, -1442]",[9000],0
1732127862.5810175,"[-1443, -1443]",[9000],0
1732127862.587784,"[-1443, -1443]",[9000],0
1732127862.5962763,"[-1443, -1443]",[9000],0
1732127862.5970416,"[-1443, -1443]",[9000],0
1732127862.604169,"[-1443, -1443]",[9000],0
1732127862.604169,"[-1443, -1443]",[9000],0
1732127862.6128256,"[-1443, -1443]",[9000],0
1732127862.6227028,"[-1443, -1443]",[9000],0
1732127862.6227028,"[-1443, -1443]",[9000],0
1732127862.6298828,"[-1443, -1443]",[9000],0
1732127862.638985,"[-1443, -1443]",[9000],0
1732127862.6468444,"[-1443, -1443]",[9000],0
1732127862.6468444,"[-1443, -1443]",[9000],0
1732127862.6555133,"[-1443, -1443]",[9000],0
1732127862.6627703,"[-1443, -1443]",[9000],0
1732127862.6712458,"[-1443, -1443]",[9000],0
1732127862.671517,"[-1443, -1443]",[9000],0
1732127862.679034,"[-1443, -1443]",[9000],0
1732127862.6876736,"[-1443, -1442]",[9000],0
1732127862.6876736,"[-1443, -1443]",[9000],0
1732127862.6956713,"[-1443, -1443]",[9000],0
1732127862.7050276,"[-1443, -1443]",[9000],0
1732127862.7083805,"[-1443, -1443]",[9000],0
1732127862.7122378,"[-1443, -1443]",[9000],0
1732127862.7215095,"[-1443, -1443]",[9000],0
1732127862.722678,"[-1443, -1443]",[9000],0
1732127862.729991,"[-1443, -1443]",[9000],0
1732127862.729991,"[-1443, -1442]",[9000],0
1732127862.7379942,"[-1443, -1443]",[9000],0
1732127862.7462018,"[-1443, -1442]",[9000],0
1732127862.754205,"[-1443, -1443]",[9000],0
1732127862.7551887,"[-1443, -1443]",[9000],0
1732127862.7633538,"[-1443, -1443]",[9000],0
1732127862.7714329,"[-1443, -1443]",[9000],0
1732127862.7714329,"[-1443, -1443]",[9000],0
1732127862.7801874,"[-1443, -1443]",[9000],0
1732127862.787797,"[-1443, -1443]",[9000],0
1732127863.3128462,"[-1443, -1443]",[9000],0
1732127863.8356602,"[-1443, -1443]",[9000],0
1732127863.8457108,"[-1443, -1443]",[-9000],0
1732127863.8457108,"[-1443, -1443]",[-9000],0
1732127863.8518686,"[-1443, -1443]",[-9000],0
1732127863.859738,"[-1443, -1443]",[-9000],0
1732127863.859738,"[-1443, -1443]",[-9000],0
1732127863.867822,"[-1443, -1443]",[-9000],0
1732127863.8762116,"[-1443, -1443]",[-9000],0
1732127863.8762116,"[-1443, -1442]",[-9000],0
1732127863.885055,"[-1443, -1443]",[-9000],0
1732127863.885055,"[-1443, -1443]",[-9000],0
1732127863.8930478,"[-1443, -1443]",[-9000],0
1732127863.9010525,"[-1443, -1443]",[-9000],0
1732127863.9016895,"[-1443, -1443]",[-9000],0
1732127863.9092033,"[-1443, -1443]",[-9000],0
1732127863.9175308,"[-1443, -1443]",[-9000],0
1732127863.9240842,"[-1443, -1443]",[-9000],0
1732127863.926251,"[-1443, -1443]",[-9000],0
1732127863.9341805,"[-1443, -1442]",[-9000],0
1732127863.9345193,"[-1443, -1443]",[-9000],0
1732127863.9426193,"[-1443, -1443]",[-9000],0
1732127863.9508662,"[-1443, -1443]",[-9000],0
1732127863.9508662,"[-1443, -1443]",[-9000],0
1732127863.9584224,"[-1443, -1443]",[-9000],0
1732127863.9584224,"[-1443, -1443]",[-9000],0
1732127863.9671955,"[-1443, -1442]",[-9000],0
1732127863.975354,"[-1443, -1443]",[-9000],0
1732127863.975354,"[-1443, -1443]",[-9000],0
1732127863.9834862,"[-1443, -1443]",[-9000],0
1732127863.9909947,"[-1443, -1443]",[-9000],0
1732127863.9909947,"[-1443, -1443]",[-9000],0
1732127863.9990597,"[-1443, -1443]",[-9000],0
1732127863.9990597,"[-1443, -1443]",[-9000],0
1732127864.007003,"[-1443, -1443]",[-9000],0
1732127864.015002,"[-1443, -1443]",[-9000],0
1732127864.015002,"[-1443, -1443]",[-9000],0
1732127864.0240207,"[-1443, -1443]",[-9000],0
1732127864.0240207,"[-1443, -1443]",[-9000],0
1732127864.0310333,"[-1443, -1443]",[-9000],0
1732127864.0310333,"[-1443, -1443]",[-9000],0
1732127864.0390542,"[-1443, -1443]",[-9000],0
1732127864.0390542,"[-1443, -1443]",[-9000],0
1732127864.0470502,"[-1443, -1443]",[-9000],0
1732127864.0470502,"[-1443, -1443]",[-9000],0
1732127864.0558019,"[-1443, -1443]",[-9000],0
1732127864.0558019,"[-1443, -1443]",[-9000],0
1732127864.0633118,"[-1443, -1443]",[-9000],0
1732127864.0633118,"[-1443, -1443]",[-9000],0
1732127864.0721765,"[-1443, -1443]",[-9000],0
1732127864.081126,"[-1443, -1443]",[-9000],0
1732127864.081126,"[-1443, -1443]",[-9000],0
1732127864.0881393,"[-1443, -1443]",[-9000],0
1732127864.0961459,"[-1443, -1443]",[-9000],0
1732127864.0961459,"[-1443, -1443]",[-9000],0
1732127864.1050797,"[-1443, -1443]",[-9000],0
1732127864.1050797,"[-1443, -1443]",[-9000],0
1732127864.112593,"[-1443, -1443]",[-9000],0
1732127864.120605,"[-1443, -1443]",[-9000],0
1732127864.1243167,"[-1443, -1443]",[-9000],0
1732127864.1289308,"[-1443, -1443]",[-9000],0
1732127864.1369503,"[-1443, -1443]",[-9000],0
1732127864.1376233,"[-1443, -1443]",[-9000],0
1732127864.1451313,"[-1443, -1443]",[-9000],0
1732127864.1451313,"[-1443, -1443]",[-9000],0
1732127864.1531525,"[-1443, -1443]",[-9000],0
1732127864.1531525,"[-1443, -1443]",[-9000],0
1732127864.161552,"[-1443, -1442]",[-9000],0
1732127864.161552,"[-1443, -1443]",[-9000],0
1732127864.1699321,"[-1443, -1443]",[-9000],0
1732127864.1780503,"[-1443, -1443]",[-9000],0
1732127864.1780503,"[-1443, -1443]",[-9000],0
1732127864.1864085,"[-1443, -1443]",[-9000],0
1732127864.1864085,"[-1443, -1443]",[-9000],0
1732127864.1947107,"[-1443, -1443]",[-9000],0
1732127864.1947107,"[-1443, -1442]",[-9000],0
1732127864.2033656,"[-1443, -1443]",[-9000],0
